,Substation,Training_Data_Index,Bus_Voltage
4029,Damak,test_data 4030,0.996593
4030,Damak,test_data 4031,0.995462
4031,Damak,test_data 4032,0.996562
4032,Damak,test_data 4033,0.995988
4033,Damak,test_data 4034,0.996345
4034,Damak,test_data 4035,0.996461
4035,Damak,test_data 4036,0.996136
4036,Damak,test_data 4037,0.995901
4037,Damak,test_data 4038,0.996053
4038,Damak,test_data 4039,0.995786
4039,Damak,test_data 4040,0.996011
4040,Damak,test_data 4041,0.996139
4041,Damak,test_data 4042,0.996139
4042,Damak,test_data 4043,0.996052
4043,Damak,test_data 4044,0.996505
4044,Damak,test_data 4045,0.996325
4045,Damak,test_data 4046,0.996308
4046,Damak,test_data 4047,0.996952
4047,Damak,test_data 4048,0.996095
4048,Damak,test_data 4049,0.996188
4049,Damak,test_data 4050,0.995908
4050,Damak,test_data 4051,0.996923
4051,Damak,test_data 4052,0.995992
4052,Damak,test_data 4053,0.996566
4053,Damak,test_data 4054,0.996028
4054,Damak,test_data 4055,0.995945
4055,Damak,test_data 4056,0.996771
4056,Damak,test_data 4057,0.996337
4057,Damak,test_data 4058,0.996269
4058,Damak,test_data 4059,0.996354
4059,Damak,test_data 4060,0.995948
4060,Damak,test_data 4061,0.995868
4061,Damak,test_data 4062,0.99648
4062,Damak,test_data 4063,0.995742
4063,Damak,test_data 4064,0.99524
4064,Damak,test_data 4065,0.996095
4065,Damak,test_data 4066,0.996274
4066,Damak,test_data 4067,0.996874
4067,Damak,test_data 4068,0.995815
4068,Damak,test_data 4069,0.996079
4069,Damak,test_data 4070,0.99655
4070,Damak,test_data 4071,0.995862
4071,Damak,test_data 4072,0.995376
4072,Damak,test_data 4073,0.996693
4073,Damak,test_data 4074,0.99641
4074,Damak,test_data 4075,0.996219
4075,Damak,test_data 4076,0.996502
4076,Damak,test_data 4077,0.99598
4077,Damak,test_data 4078,0.995696
4078,Damak,test_data 4079,0.996218
4079,Damak,test_data 4080,0.996184
4080,Damak,test_data 4081,0.995897
4081,Damak,test_data 4082,0.99565
4082,Damak,test_data 4083,0.996139
4083,Damak,test_data 4084,0.995972
4084,Damak,test_data 4085,0.996212
4085,Damak,test_data 4086,0.995801
4086,Damak,test_data 4087,0.99641
4087,Damak,test_data 4088,0.995983
4088,Damak,test_data 4089,0.996314
4089,Damak,test_data 4090,0.996193
4090,Damak,test_data 4091,0.996314
4091,Damak,test_data 4092,0.996243
4092,Damak,test_data 4093,0.996343
4093,Damak,test_data 4094,0.996216
4094,Damak,test_data 4095,0.996877
4095,Damak,test_data 4096,0.995802
4096,Damak,test_data 4097,0.995617
4097,Damak,test_data 4098,0.996408
4098,Damak,test_data 4099,0.996512
4099,Damak,test_data 4100,0.995608
4100,Damak,test_data 4101,0.995746
4101,Damak,test_data 4102,0.996086
4102,Damak,test_data 4103,0.996761
4103,Damak,test_data 4104,0.995872
4104,Damak,test_data 4105,0.996529
4105,Damak,test_data 4106,0.995876
4106,Damak,test_data 4107,0.996343
4107,Damak,test_data 4108,0.996699
4108,Damak,test_data 4109,0.996403
4109,Damak,test_data 4110,0.996521
4110,Damak,test_data 4111,0.996404
4111,Damak,test_data 4112,0.996222
4112,Damak,test_data 4113,0.99657
4113,Damak,test_data 4114,0.996668
4114,Damak,test_data 4115,0.995995
4115,Damak,test_data 4116,0.996325
4116,Damak,test_data 4117,0.996139
4117,Damak,test_data 4118,0.996064
4118,Damak,test_data 4119,0.996289
4119,Damak,test_data 4120,0.996326
4120,Damak,test_data 4121,0.996229
4121,Damak,test_data 4122,0.995727
4122,Damak,test_data 4123,0.995909
4123,Damak,test_data 4124,0.996086
4124,Damak,test_data 4125,0.996346
4125,Damak,test_data 4126,0.996259
4126,Damak,test_data 4127,0.996434
4127,Damak,test_data 4128,0.996132
4128,Damak,test_data 4129,0.996109
4129,Damak,test_data 4130,0.996529
4130,Damak,test_data 4131,0.996017
4131,Damak,test_data 4132,0.995972
4132,Damak,test_data 4133,0.996637
4133,Damak,test_data 4134,0.996679
4134,Damak,test_data 4135,0.996478
4135,Damak,test_data 4136,0.99588
4136,Damak,test_data 4137,0.99641
4137,Damak,test_data 4138,0.995905
4138,Damak,test_data 4139,0.995677
4139,Damak,test_data 4140,0.996175
4140,Damak,test_data 4141,0.996212
4141,Damak,test_data 4142,0.995943
4142,Damak,test_data 4143,0.996546
4143,Damak,test_data 4144,0.996593
4144,Damak,test_data 4145,0.996054
4145,Damak,test_data 4146,0.996431
4146,Damak,test_data 4147,0.996075
4147,Damak,test_data 4148,0.996616
4148,Damak,test_data 4149,0.99643
4149,Damak,test_data 4150,0.996495
4150,Damak,test_data 4151,0.996106
4151,Damak,test_data 4152,0.995801
4152,Damak,test_data 4153,0.995936
4153,Damak,test_data 4154,0.996355
4154,Damak,test_data 4155,0.996359
4155,Damak,test_data 4156,0.996413
4156,Damak,test_data 4157,0.995922
4157,Damak,test_data 4158,0.995649
4158,Damak,test_data 4159,0.995855
4159,Damak,test_data 4160,0.996788
4160,Damak,test_data 4161,0.996727
4161,Damak,test_data 4162,0.996248
4162,Damak,test_data 4163,0.996681
4163,Damak,test_data 4164,0.996007
4164,Damak,test_data 4165,0.996158
4165,Damak,test_data 4166,0.996688
4166,Damak,test_data 4167,0.995575
4167,Damak,test_data 4168,0.996285
4168,Damak,test_data 4169,0.996604
4169,Damak,test_data 4170,0.996589
4170,Damak,test_data 4171,0.996308
4171,Damak,test_data 4172,0.996449
4172,Damak,test_data 4173,0.995698
4173,Damak,test_data 4174,0.996427
4174,Damak,test_data 4175,0.99643
4175,Damak,test_data 4176,0.99591
4176,Damak,test_data 4177,0.99591
4177,Damak,test_data 4178,0.995992
4178,Damak,test_data 4179,0.996391
4179,Damak,test_data 4180,0.996454
4180,Damak,test_data 4181,0.99596
4181,Damak,test_data 4182,0.996144
4182,Damak,test_data 4183,0.996372
4183,Damak,test_data 4184,0.99591
4184,Damak,test_data 4185,0.996646
4185,Damak,test_data 4186,0.995874
4186,Damak,test_data 4187,0.995749
4187,Damak,test_data 4188,0.996398
4188,Damak,test_data 4189,0.99636
4189,Damak,test_data 4190,0.997042
4190,Damak,test_data 4191,0.996567
4191,Damak,test_data 4192,0.996409
4192,Damak,test_data 4193,0.995781
4193,Damak,test_data 4194,0.9967
4194,Damak,test_data 4195,0.995597
4195,Damak,test_data 4196,0.996696
4196,Damak,test_data 4197,0.996453
4197,Damak,test_data 4198,0.99613
4198,Damak,test_data 4199,0.995802
4199,Damak,test_data 4200,0.996344
4200,Damak,test_data 4201,0.995837
4201,Damak,test_data 4202,0.996352
4202,Damak,test_data 4203,0.99607
4203,Damak,test_data 4204,0.995928
4204,Damak,test_data 4205,0.996201
4205,Damak,test_data 4206,0.995817
4206,Damak,test_data 4207,0.995797
4207,Damak,test_data 4208,0.996018
4208,Damak,test_data 4209,0.995659
4209,Damak,test_data 4210,0.996708
4210,Damak,test_data 4211,0.996124
4211,Damak,test_data 4212,0.99628
4212,Damak,test_data 4213,0.996813
4213,Damak,test_data 4214,0.996369
4214,Damak,test_data 4215,0.996269
4215,Damak,test_data 4216,0.996023
4216,Damak,test_data 4217,0.995625
4217,Damak,test_data 4218,0.995496
4218,Damak,test_data 4219,0.996178
4219,Damak,test_data 4220,0.996518
4220,Damak,test_data 4221,0.996649
4221,Damak,test_data 4222,0.996243
4222,Damak,test_data 4223,0.996229
4223,Damak,test_data 4224,0.99639
4224,Damak,test_data 4225,0.996898
4225,Damak,test_data 4226,0.996575
4226,Damak,test_data 4227,0.996155
4227,Damak,test_data 4228,0.995885
4228,Damak,test_data 4229,0.99607
4229,Damak,test_data 4230,0.995846
4230,Damak,test_data 4231,0.996922
4231,Damak,test_data 4232,0.996289
4232,Damak,test_data 4233,0.996303
4233,Damak,test_data 4234,0.996289
4234,Damak,test_data 4235,0.996413
4235,Damak,test_data 4236,0.996424
4236,Damak,test_data 4237,0.996387
4237,Damak,test_data 4238,0.996344
4238,Damak,test_data 4239,0.996189
4239,Damak,test_data 4240,0.995838
4240,Damak,test_data 4241,0.996479
4241,Damak,test_data 4242,0.995875
4242,Damak,test_data 4243,0.995626
4243,Damak,test_data 4244,0.996511
4244,Damak,test_data 4245,0.995912
4245,Damak,test_data 4246,0.996164
4246,Damak,test_data 4247,0.99565
4247,Damak,test_data 4248,0.995247
4248,Damak,test_data 4249,0.996711
4249,Damak,test_data 4250,0.996265
4250,Damak,test_data 4251,0.996506
4251,Damak,test_data 4252,0.995676
4252,Damak,test_data 4253,0.995954
4253,Damak,test_data 4254,0.996151
4254,Damak,test_data 4255,0.995857
4255,Damak,test_data 4256,0.996378
4256,Damak,test_data 4257,0.99654
4257,Damak,test_data 4258,0.996321
4258,Damak,test_data 4259,0.996611
4259,Damak,test_data 4260,0.996088
4260,Damak,test_data 4261,0.995419
4261,Damak,test_data 4262,0.995802
4262,Damak,test_data 4263,0.995727
4263,Damak,test_data 4264,0.996833
4264,Damak,test_data 4265,0.996201
4265,Damak,test_data 4266,0.996034
4266,Damak,test_data 4267,0.996381
4267,Damak,test_data 4268,0.996724
4268,Damak,test_data 4269,0.996192
4269,Damak,test_data 4270,0.99621
4270,Damak,test_data 4271,0.995683
4271,Damak,test_data 4272,0.996246
4272,Damak,test_data 4273,0.996207
4273,Damak,test_data 4274,0.996202
4274,Damak,test_data 4275,0.996208
4275,Damak,test_data 4276,0.995852
4276,Damak,test_data 4277,0.996477
4277,Damak,test_data 4278,0.996024
4278,Damak,test_data 4279,0.996057
4279,Damak,test_data 4280,0.996272
4280,Damak,test_data 4281,0.995853
4281,Damak,test_data 4282,0.996579
4282,Damak,test_data 4283,0.995694
4283,Damak,test_data 4284,0.996287
4284,Damak,test_data 4285,0.996616
4285,Damak,test_data 4286,0.996506
4286,Damak,test_data 4287,0.996464
4287,Damak,test_data 4288,0.996015
4288,Damak,test_data 4289,0.9962
4289,Damak,test_data 4290,0.995792
4290,Damak,test_data 4291,0.995898
4291,Damak,test_data 4292,0.996122
4292,Damak,test_data 4293,0.996773
4293,Damak,test_data 4294,0.995615
4294,Damak,test_data 4295,0.996391
4295,Damak,test_data 4296,0.995533
4296,Damak,test_data 4297,0.996121
4297,Damak,test_data 4298,0.996742
4298,Damak,test_data 4299,0.996932
4299,Damak,test_data 4300,0.996578
4300,Damak,test_data 4301,0.997125
4301,Damak,test_data 4302,0.995495
4302,Damak,test_data 4303,0.995916
4303,Damak,test_data 4304,0.996051
4304,Damak,test_data 4305,0.996209
4305,Damak,test_data 4306,0.996026
4306,Damak,test_data 4307,0.996605
4307,Damak,test_data 4308,0.996107
4308,Damak,test_data 4309,0.995353
4309,Damak,test_data 4310,0.996465
4310,Damak,test_data 4311,0.995472
4311,Damak,test_data 4312,0.996529
4312,Damak,test_data 4313,0.996623
4313,Damak,test_data 4314,0.996044
4314,Damak,test_data 4315,0.996619
4315,Damak,test_data 4316,0.995662
4316,Damak,test_data 4317,0.996639
4317,Damak,test_data 4318,0.996022
4318,Damak,test_data 4319,0.995873
4319,Damak,test_data 4320,0.996573
4320,Damak,test_data 4321,0.996011
4321,Damak,test_data 4322,0.995903
4322,Damak,test_data 4323,0.996566
4323,Damak,test_data 4324,0.996217
4324,Damak,test_data 4325,0.996206
4325,Damak,test_data 4326,0.995794
4326,Damak,test_data 4327,0.996378
4327,Damak,test_data 4328,0.996139
4328,Damak,test_data 4329,0.996219
4329,Damak,test_data 4330,0.996282
4330,Damak,test_data 4331,0.996462
4331,Damak,test_data 4332,0.996366
4332,Damak,test_data 4333,0.996815
4333,Damak,test_data 4334,0.996667
4334,Damak,test_data 4335,0.995901
4335,Damak,test_data 4336,0.996211
4336,Damak,test_data 4337,0.996171
4337,Damak,test_data 4338,0.996182
4338,Damak,test_data 4339,0.996417
4339,Damak,test_data 4340,0.995407
4340,Damak,test_data 4341,0.996415
4341,Damak,test_data 4342,0.996226
4342,Damak,test_data 4343,0.996242
4343,Damak,test_data 4344,0.996732
4344,Damak,test_data 4345,0.996366
4345,Damak,test_data 4346,0.995868
4346,Damak,test_data 4347,0.996059
4347,Damak,test_data 4348,0.995987
4348,Damak,test_data 4349,0.996581
4349,Damak,test_data 4350,0.996532
4350,Damak,test_data 4351,0.996375
4351,Damak,test_data 4352,0.996002
4352,Damak,test_data 4353,0.996013
4353,Damak,test_data 4354,0.996121
4354,Damak,test_data 4355,0.996841
4355,Damak,test_data 4356,0.996255
4356,Damak,test_data 4357,0.996556
4357,Damak,test_data 4358,0.995883
4358,Damak,test_data 4359,0.995951
4359,Damak,test_data 4360,0.99622
4360,Damak,test_data 4361,0.995864
4361,Damak,test_data 4362,0.996047
4362,Damak,test_data 4363,0.996193
4363,Damak,test_data 4364,0.996161
4364,Damak,test_data 4365,0.995901
4365,Damak,test_data 4366,0.996634
4366,Damak,test_data 4367,0.996314
4367,Damak,test_data 4368,0.995598
4368,Damak,test_data 4369,0.99571
4369,Damak,test_data 4370,0.995922
4370,Damak,test_data 4371,0.997308
4371,Damak,test_data 4372,0.996592
4372,Damak,test_data 4373,0.996613
4373,Damak,test_data 4374,0.995929
4374,Damak,test_data 4375,0.995466
4375,Damak,test_data 4376,0.996419
4376,Damak,test_data 4377,0.996282
4377,Damak,test_data 4378,0.99616
4378,Damak,test_data 4379,0.996091
4379,Damak,test_data 4380,0.996644
4380,Damak,test_data 4381,0.996173
4381,Damak,test_data 4382,0.996084
4382,Damak,test_data 4383,0.996515
4383,Damak,test_data 4384,0.995929
4384,Damak,test_data 4385,0.996523
4385,Damak,test_data 4386,0.996224
4386,Damak,test_data 4387,0.996531
4387,Damak,test_data 4388,0.996127
4388,Damak,test_data 4389,0.996369
4389,Damak,test_data 4390,0.995835
4390,Damak,test_data 4391,0.997159
4391,Damak,test_data 4392,0.996024
4392,Damak,test_data 4393,0.996125
4393,Damak,test_data 4394,0.995994
4394,Damak,test_data 4395,0.996248
4395,Damak,test_data 4396,0.995988
4396,Damak,test_data 4397,0.996254
4397,Damak,test_data 4398,0.99605
4398,Damak,test_data 4399,0.996237
4399,Damak,test_data 4400,0.996315
4400,Damak,test_data 4401,0.996399
4401,Damak,test_data 4402,0.99569
4402,Damak,test_data 4403,0.995993
4403,Damak,test_data 4404,0.996017
4404,Damak,test_data 4405,0.996469
4405,Damak,test_data 4406,0.996118
4406,Damak,test_data 4407,0.995779
4407,Damak,test_data 4408,0.996406
4408,Damak,test_data 4409,0.996282
4409,Damak,test_data 4410,0.996215
4410,Damak,test_data 4411,0.996363
4411,Damak,test_data 4412,0.995709
4412,Damak,test_data 4413,0.996555
4413,Damak,test_data 4414,0.996171
4414,Damak,test_data 4415,0.996136
4415,Damak,test_data 4416,0.996419
4416,Damak,test_data 4417,0.99618
4417,Damak,test_data 4418,0.996591
4418,Damak,test_data 4419,0.996579
4419,Damak,test_data 4420,0.996269
4420,Damak,test_data 4421,0.995713
4421,Damak,test_data 4422,0.996018
4422,Damak,test_data 4423,0.996471
4423,Damak,test_data 4424,0.996539
4424,Damak,test_data 4425,0.996098
4425,Damak,test_data 4426,0.996163
4426,Damak,test_data 4427,0.996169
4427,Damak,test_data 4428,0.995787
4428,Damak,test_data 4429,0.99644
4429,Damak,test_data 4430,0.996132
4430,Damak,test_data 4431,0.997077
4431,Damak,test_data 4432,0.996674
4432,Damak,test_data 4433,0.996475
4433,Damak,test_data 4434,0.996528
4434,Damak,test_data 4435,0.995671
4435,Damak,test_data 4436,0.995842
4436,Damak,test_data 4437,0.995896
4437,Damak,test_data 4438,0.995991
4438,Damak,test_data 4439,0.996135
4439,Damak,test_data 4440,0.996437
4440,Damak,test_data 4441,0.995838
4441,Damak,test_data 4442,0.996344
4442,Damak,test_data 4443,0.995818
4443,Damak,test_data 4444,0.996082
4444,Damak,test_data 4445,0.996592
4445,Damak,test_data 4446,0.995792
4446,Damak,test_data 4447,0.99675
4447,Damak,test_data 4448,0.99611
4448,Damak,test_data 4449,0.996304
4449,Damak,test_data 4450,0.996377
4450,Damak,test_data 4451,0.996022
4451,Damak,test_data 4452,0.996518
4452,Damak,test_data 4453,0.997155
4453,Damak,test_data 4454,0.996643
4454,Damak,test_data 4455,0.995938
4455,Damak,test_data 4456,0.99653
4456,Damak,test_data 4457,0.99671
4457,Damak,test_data 4458,0.995954
4458,Damak,test_data 4459,0.995994
4459,Damak,test_data 4460,0.996951
4460,Damak,test_data 4461,0.996255
4461,Damak,test_data 4462,0.995291
4462,Damak,test_data 4463,0.996397
4463,Damak,test_data 4464,0.99598
4464,Damak,test_data 4465,0.996128
4465,Damak,test_data 4466,0.996138
4466,Damak,test_data 4467,0.997013
4467,Damak,test_data 4468,0.99617
4468,Damak,test_data 4469,0.996747
4469,Damak,test_data 4470,0.996581
4470,Damak,test_data 4471,0.996531
4471,Damak,test_data 4472,0.995572
4472,Damak,test_data 4473,0.995377
4473,Damak,test_data 4474,0.996667
4474,Damak,test_data 4475,0.996071
4475,Damak,test_data 4476,0.996628
4476,Damak,test_data 4477,0.996426
4477,Damak,test_data 4478,0.995215
4478,Damak,test_data 4479,0.99719
4479,Damak,test_data 4480,0.996566
4480,Damak,test_data 4481,0.996511
4481,Damak,test_data 4482,0.995723
4482,Damak,test_data 4483,0.996147
4483,Damak,test_data 4484,0.996228
4484,Damak,test_data 4485,0.99642
4485,Damak,test_data 4486,0.996786
4486,Damak,test_data 4487,0.996937
4487,Damak,test_data 4488,0.996753
4488,Damak,test_data 4489,0.996169
4489,Damak,test_data 4490,0.996036
4490,Damak,test_data 4491,0.996028
4491,Damak,test_data 4492,0.99677
4492,Damak,test_data 4493,0.995806
4493,Damak,test_data 4494,0.996361
4494,Damak,test_data 4495,0.996373
4495,Damak,test_data 4496,0.995831
4496,Damak,test_data 4497,0.99613
4497,Damak,test_data 4498,0.996315
4498,Damak,test_data 4499,0.995798
4499,Damak,test_data 4500,0.996012
4500,Damak,test_data 4501,0.996245
4501,Damak,test_data 4502,0.996381
4502,Damak,test_data 4503,0.996217
4503,Damak,test_data 4504,0.996759
4504,Damak,test_data 4505,0.995952
4505,Damak,test_data 4506,0.9961
4506,Damak,test_data 4507,0.995576
4507,Damak,test_data 4508,0.996442
4508,Damak,test_data 4509,0.995793
4509,Damak,test_data 4510,0.995499
4510,Damak,test_data 4511,0.996111
4511,Damak,test_data 4512,0.99625
4512,Damak,test_data 4513,0.997317
4513,Damak,test_data 4514,0.996538
4514,Damak,test_data 4515,0.996526
4515,Damak,test_data 4516,0.996251
4516,Damak,test_data 4517,0.99543
4517,Damak,test_data 4518,0.996083
4518,Damak,test_data 4519,0.996328
4519,Damak,test_data 4520,0.995998
4520,Damak,test_data 4521,0.996638
4521,Damak,test_data 4522,0.996225
4522,Damak,test_data 4523,0.996029
4523,Damak,test_data 4524,0.996657
4524,Damak,test_data 4525,0.996282
4525,Damak,test_data 4526,0.996068
4526,Damak,test_data 4527,0.996748
4527,Damak,test_data 4528,0.997284
4528,Damak,test_data 4529,0.996004
4529,Damak,test_data 4530,0.996922
4530,Damak,test_data 4531,0.996522
4531,Damak,test_data 4532,0.996878
4532,Damak,test_data 4533,0.996217
4533,Damak,test_data 4534,0.996837
4534,Damak,test_data 4535,0.996395
4535,Damak,test_data 4536,0.996509
4536,Damak,test_data 4537,0.995948
4537,Damak,test_data 4538,0.995529
4538,Damak,test_data 4539,0.9959
4539,Damak,test_data 4540,0.997241
4540,Damak,test_data 4541,0.99631
4541,Damak,test_data 4542,0.996171
4542,Damak,test_data 4543,0.995494
4543,Damak,test_data 4544,0.996303
4544,Damak,test_data 4545,0.996303
4545,Damak,test_data 4546,0.996251
4546,Damak,test_data 4547,0.99549
4547,Damak,test_data 4548,0.99621
4548,Damak,test_data 4549,0.995982
4549,Damak,test_data 4550,0.995917
4550,Damak,test_data 4551,0.996277
4551,Damak,test_data 4552,0.99604
4552,Damak,test_data 4553,0.996514
4553,Damak,test_data 4554,0.996404
4554,Damak,test_data 4555,0.995484
4555,Damak,test_data 4556,0.996751
4556,Damak,test_data 4557,0.996755
4557,Damak,test_data 4558,0.996524
4558,Damak,test_data 4559,0.996452
4559,Damak,test_data 4560,0.996197
4560,Damak,test_data 4561,0.996308
4561,Damak,test_data 4562,0.995587
4562,Damak,test_data 4563,0.995898
4563,Damak,test_data 4564,0.996102
4564,Damak,test_data 4565,0.995972
4565,Damak,test_data 4566,0.995779
4566,Damak,test_data 4567,0.996365
4567,Damak,test_data 4568,0.996402
4568,Damak,test_data 4569,0.995978
4569,Damak,test_data 4570,0.996377
4570,Damak,test_data 4571,0.996067
4571,Damak,test_data 4572,0.996752
4572,Damak,test_data 4573,0.99604
4573,Damak,test_data 4574,0.996192
4574,Damak,test_data 4575,0.99662
4575,Damak,test_data 4576,0.996385
4576,Damak,test_data 4577,0.997076
4577,Damak,test_data 4578,0.99655
4578,Damak,test_data 4579,0.99618
4579,Damak,test_data 4580,0.996632
4580,Damak,test_data 4581,0.995999
4581,Damak,test_data 4582,0.995912
4582,Damak,test_data 4583,0.995729
4583,Damak,test_data 4584,0.996051
4584,Damak,test_data 4585,0.996457
4585,Damak,test_data 4586,0.995783
4586,Damak,test_data 4587,0.996782
4587,Damak,test_data 4588,0.996035
4588,Damak,test_data 4589,0.996977
4589,Damak,test_data 4590,0.996194
4590,Damak,test_data 4591,0.996184
4591,Damak,test_data 4592,0.996116
4592,Damak,test_data 4593,0.996267
4593,Damak,test_data 4594,0.996631
4594,Damak,test_data 4595,0.996552
4595,Damak,test_data 4596,0.995932
4596,Damak,test_data 4597,0.996549
4597,Damak,test_data 4598,0.99644
4598,Damak,test_data 4599,0.997164
4599,Damak,test_data 4600,0.996102
4600,Damak,test_data 4601,0.995806
4601,Damak,test_data 4602,0.996767
4602,Damak,test_data 4603,0.996207
4603,Damak,test_data 4604,0.996897
4604,Damak,test_data 4605,0.996476
4605,Damak,test_data 4606,0.996324
4606,Damak,test_data 4607,0.995841
4607,Damak,test_data 4608,0.995976
4608,Damak,test_data 4609,0.995993
4609,Damak,test_data 4610,0.996746
4610,Damak,test_data 4611,0.996406
4611,Damak,test_data 4612,0.996216
4612,Damak,test_data 4613,0.996048
4613,Damak,test_data 4614,0.99608
4614,Damak,test_data 4615,0.996076
4615,Damak,test_data 4616,0.996021
4616,Damak,test_data 4617,0.99611
4617,Damak,test_data 4618,0.996347
4618,Damak,test_data 4619,0.997109
4619,Damak,test_data 4620,0.996147
4620,Damak,test_data 4621,0.996423
4621,Damak,test_data 4622,0.995453
4622,Damak,test_data 4623,0.996253
4623,Damak,test_data 4624,0.996388
4624,Damak,test_data 4625,0.996183
4625,Damak,test_data 4626,0.996531
4626,Damak,test_data 4627,0.996771
4627,Damak,test_data 4628,0.996682
4628,Damak,test_data 4629,0.996189
4629,Damak,test_data 4630,0.996725
4630,Damak,test_data 4631,0.996083
4631,Damak,test_data 4632,0.996087
4632,Damak,test_data 4633,0.996432
4633,Damak,test_data 4634,0.996615
4634,Damak,test_data 4635,0.996189
4635,Damak,test_data 4636,0.995978
4636,Damak,test_data 4637,0.995525
4637,Damak,test_data 4638,0.99632
4638,Damak,test_data 4639,0.9961
4639,Damak,test_data 4640,0.996239
4640,Damak,test_data 4641,0.995903
4641,Damak,test_data 4642,0.996559
4642,Damak,test_data 4643,0.995751
4643,Damak,test_data 4644,0.996113
4644,Damak,test_data 4645,0.996595
4645,Damak,test_data 4646,0.996122
4646,Damak,test_data 4647,0.996657
4647,Damak,test_data 4648,0.995763
4648,Damak,test_data 4649,0.996256
4649,Damak,test_data 4650,0.996114
4650,Damak,test_data 4651,0.995481
4651,Damak,test_data 4652,0.995872
4652,Damak,test_data 4653,0.996708
4653,Damak,test_data 4654,0.996356
4654,Damak,test_data 4655,0.996394
4655,Damak,test_data 4656,0.996314
4656,Damak,test_data 4657,0.996814
4657,Damak,test_data 4658,0.995919
4658,Damak,test_data 4659,0.995946
4659,Damak,test_data 4660,0.996095
4660,Damak,test_data 4661,0.996067
4661,Damak,test_data 4662,0.995439
4662,Damak,test_data 4663,0.995842
4663,Damak,test_data 4664,0.996425
4664,Damak,test_data 4665,0.995899
4665,Damak,test_data 4666,0.99615
4666,Damak,test_data 4667,0.996285
4667,Damak,test_data 4668,0.995884
4668,Damak,test_data 4669,0.996201
4669,Damak,test_data 4670,0.996598
4670,Damak,test_data 4671,0.996529
4671,Damak,test_data 4672,0.996115
4672,Damak,test_data 4673,0.997224
4673,Damak,test_data 4674,0.995771
4674,Damak,test_data 4675,0.99653
4675,Damak,test_data 4676,0.996685
4676,Damak,test_data 4677,0.996368
4677,Damak,test_data 4678,0.996499
4678,Damak,test_data 4679,0.996325
4679,Damak,test_data 4680,0.996802
4680,Damak,test_data 4681,0.996841
4681,Damak,test_data 4682,0.996549
4682,Damak,test_data 4683,0.996175
4683,Damak,test_data 4684,0.996369
4684,Damak,test_data 4685,0.995544
4685,Damak,test_data 4686,0.995968
4686,Damak,test_data 4687,0.996478
4687,Damak,test_data 4688,0.996082
4688,Damak,test_data 4689,0.99577
4689,Damak,test_data 4690,0.996867
4690,Damak,test_data 4691,0.996338
4691,Damak,test_data 4692,0.995881
4692,Damak,test_data 4693,0.996281
4693,Damak,test_data 4694,0.99665
4694,Damak,test_data 4695,0.995763
4695,Damak,test_data 4696,0.996445
4696,Damak,test_data 4697,0.996376
4697,Damak,test_data 4698,0.996702
4698,Damak,test_data 4699,0.996829
4699,Damak,test_data 4700,0.996437
4700,Damak,test_data 4701,0.996508
4701,Damak,test_data 4702,0.996167
4702,Damak,test_data 4703,0.996508
4703,Damak,test_data 4704,0.996607
4704,Damak,test_data 4705,0.995715
4705,Damak,test_data 4706,0.995501
4706,Damak,test_data 4707,0.996061
4707,Damak,test_data 4708,0.996311
4708,Damak,test_data 4709,0.996064
4709,Damak,test_data 4710,0.996437
4710,Damak,test_data 4711,0.995255
4711,Damak,test_data 4712,0.995767
4712,Damak,test_data 4713,0.995621
4713,Damak,test_data 4714,0.996425
4714,Damak,test_data 4715,0.996122
4715,Damak,test_data 4716,0.996086
4716,Damak,test_data 4717,0.99538
4717,Damak,test_data 4718,0.996567
4718,Damak,test_data 4719,0.995762
4719,Damak,test_data 4720,0.996478
4720,Damak,test_data 4721,0.995694
4721,Damak,test_data 4722,0.995769
4722,Damak,test_data 4723,0.996627
4723,Damak,test_data 4724,0.995691
4724,Damak,test_data 4725,0.996147
4725,Damak,test_data 4726,0.996314
4726,Damak,test_data 4727,0.996487
4727,Damak,test_data 4728,0.99582
4728,Damak,test_data 4729,0.996438
4729,Damak,test_data 4730,0.996407
4730,Damak,test_data 4731,0.996181
4731,Damak,test_data 4732,0.995946
4732,Damak,test_data 4733,0.996155
4733,Damak,test_data 4734,0.996041
4734,Damak,test_data 4735,0.995703
4735,Damak,test_data 4736,0.996268
4736,Damak,test_data 4737,0.996434
4737,Damak,test_data 4738,0.996661
4738,Damak,test_data 4739,0.996307
4739,Damak,test_data 4740,0.99585
4740,Damak,test_data 4741,0.996223
4741,Damak,test_data 4742,0.99674
4742,Damak,test_data 4743,0.996346
4743,Damak,test_data 4744,0.996335
4744,Damak,test_data 4745,0.99649
4745,Damak,test_data 4746,0.996416
4746,Damak,test_data 4747,0.996109
4747,Damak,test_data 4748,0.996388
4748,Damak,test_data 4749,0.996462
4749,Damak,test_data 4750,0.995887
4750,Damak,test_data 4751,0.995509
4751,Damak,test_data 4752,0.995936
4752,Damak,test_data 4753,0.996038
4753,Damak,test_data 4754,0.995288
4754,Damak,test_data 4755,0.996144
4755,Damak,test_data 4756,0.996464
4756,Damak,test_data 4757,0.996217
4757,Damak,test_data 4758,0.996739
4758,Damak,test_data 4759,0.996272
4759,Damak,test_data 4760,0.996462
4760,Damak,test_data 4761,0.996273
4761,Damak,test_data 4762,0.997105
4762,Damak,test_data 4763,0.995923
4763,Damak,test_data 4764,0.996749
